0.0119999	3.59999e-05
0.0239994	0.000143998
0.0359981	0.000323991
0.0479954	0.000575972
0.059991	0.000899933
0.0719844	0.00129586
0.0839753	0.00176374
0.0959631	0.00230356
0.107948	0.00291529
0.119928	0.00359892
0.131904	0.00435442
0.143876	0.00518176
0.155842	0.00608092
0.167803	0.00705185
0.179757	0.00809453
0.191705	0.00920892
0.203646	0.010395
0.21558	0.0116527
0.227506	0.0129819
0.239424	0.0143827
0.251334	0.015855
0.263234	0.0173987
0.275125	0.0190138
0.287006	0.0207002
0.298876	0.0224578
0.310736	0.0242867
0.322585	0.0261867
0.334422	0.0281577
0.346247	0.0301997
0.358059	0.0323126
0.369859	0.0344964
0.381645	0.0367509
0.393418	0.0390761
0.405176	0.0414719
0.41692	0.0439382
0.428649	0.0464749
0.440362	0.0490819
0.452059	0.0517592
0.463741	0.0545066
0.475405	0.0573241
0.487053	0.0602114
0.498683	0.0631686
0.510295	0.0661956
0.521888	0.0692921
0.533463	0.0724582
0.545018	0.0756937
0.556554	0.0789984
0.56807	0.0823723
0.579566	0.0858152
0.59104	0.089327
0.602494	0.0929076
0.613925	0.0965569
0.625335	0.100275
0.636722	0.104061
0.648086	0.107915
0.659427	0.111838
0.670744	0.115828
0.682037	0.119887
0.693305	0.124013
0.704548	0.128206
0.715766	0.132467
0.726959	0.136795
0.738125	0.141191
0.749264	0.145653
0.760377	0.150182
0.771462	0.154777
0.782519	0.159439
0.793549	0.164168
0.804549	0.168962
0.815521	0.173822
0.826463	0.178748
0.837376	0.18374
0.848258	0.188797
0.85911	0.193919
0.869931	0.199106
0.880721	0.204358
0.891479	0.209674
0.902204	0.215055
0.912898	0.220501
0.923558	0.22601
0.934186	0.231583
0.944779	0.23722
0.955339	0.242921
0.965864	0.248684
0.976354	0.254511
0.98681	0.2604
0.99723	0.266353
1.00761	0.272367
1.01796	0.278444
1.02827	0.284583
1.03855	0.290783
1.04878	0.297045
1.05898	0.303368
1.06914	0.309753
1.07926	0.316198
1.08935	0.322704
1.09939	0.32927
1.1094	0.335897
1.11936	0.342583
1.12928	0.349329
1.13917	0.356134
1.14901	0.362999
1.15881	0.369922
1.16857	0.376904
1.17829	0.383945
1.18796	0.391044
1.1976	0.3982
1.20719	0.405415
1.21673	0.412687
1.22623	0.420016
1.23569	0.427401
1.2451	0.434844
1.25447	0.442343
1.2638	0.449897
1.27307	0.457508
1.28231	0.465174
1.29149	0.472896
1.30063	0.480672
1.30972	0.488503
1.31877	0.496389
1.32777	0.504328
1.33672	0.512322
1.34562	0.520369
1.35447	0.528469
1.36328	0.536622
1.37203	0.544828
1.38074	0.553087
1.3894	0.561397
1.398	0.569759
1.40656	0.578173
1.41506	0.586638
1.42352	0.595154
1.43192	0.60372
1.44027	0.612337
1.44857	0.621003
1.45682	0.629719
1.46502	0.638485
1.47316	0.647299
1.48125	0.656163
1.48929	0.665074
1.49727	0.674034
1.5052	0.683041
1.51307	0.692096
1.52089	0.701198
1.52866	0.710347
1.53637	0.719542
1.54402	0.728783
1.55162	0.73807
1.55917	0.747403
1.56665	0.75678
1.57408	0.766202
1.58146	0.775669
1.58878	0.78518
1.59604	0.794734
1.60324	0.804332
1.61038	0.813973
1.61747	0.823657
1.6245	0.833382
1.63147	0.84315
1.63838	0.85296
1.64524	0.862811
1.65203	0.872703
1.65876	0.882635
1.66544	0.892608
1.67205	0.90262
1.67861	0.912672
1.6851	0.922763
1.69153	0.932893
1.69791	0.943062
1.70422	0.953268
1.71047	0.963512
1.71665	0.973794
1.72278	0.984112
1.72884	0.994467
1.73485	1.00486
1.74079	1.01528
1.74666	1.02575
1.75248	1.03624
1.75823	1.04678
1.76392	1.05734
1.76954	1.06794
1.7751	1.07858
1.7806	1.08924
1.78603	1.09994
1.7914	1.11068
1.7967	1.12144
1.80194	1.13224
1.80711	1.14306
1.81222	1.15392
1.81727	1.16481
1.82225	1.17573
1.82716	1.18668
1.83201	1.19766
1.83679	1.20866
1.8415	1.2197
1.84615	1.23076
1.85073	1.24185
